topic,model,history,story,sentence,total_sequentiality,contextual_sequentiality,topic_sequentiality
A short story about a famous con man,meta-llama/Llama-3.1-8B-Instruct,4,1,5,1.0664760044642858,-44.49415063858032,-60.65970516204834
A short story about a famous con man being captured,meta-llama/Llama-3.1-8B-Instruct,4,1,5,1.0916573660714286,-50.303993225097656,-67.34201049804688
A short story about a famous con man,meta-llama/Llama-3.1-8B-Instruct,6,1,5,1.1376953125,-30.983842849731445,-43.86625671386719
A short story about a famous con man being captured,meta-llama/Llama-3.1-8B-Instruct,6,1,5,1.1870814732142858,-25.235107421875,-51.62255859375
A short story about a famous con man,meta-llama/Llama-3.1-8B-Instruct,8,1,5,1.1376953125,-28.5859375,-47.01171875
A short story about a famous con man being captured,meta-llama/Llama-3.1-8B-Instruct,8,1,5,1.1870814732142858,-60.689453125,-79.48046875
A short story about a famous con man,Qwen/Qwen2.5-7B-Instruct,2,1,5,1.3479352678571428,-27.755615234375,-37.6024169921875
A short story about a famous con man being captured,Qwen/Qwen2.5-7B-Instruct,2,1,5,1.4471261160714286,-42.0546875,-67.560546875
A short story about a famous con man,Qwen/Qwen2.5-7B-Instruct,4,1,5,1.3595842633928572,-39.7144775390625,-38.07373046875
A short story about a famous con man being captured,Qwen/Qwen2.5-7B-Instruct,4,1,5,1.4889787946428572,-59.18299102783203,-71.98627471923828
A short story about a famous con man,Qwen/Qwen2.5-7B-Instruct,6,1,5,1.5943080357142858,-45.55835437774658,-75.3446273803711
A short story about a famous con man being captured,Qwen/Qwen2.5-7B-Instruct,6,1,5,1.6920340401785714,-37.799068450927734,-63.142311096191406
A short story about a famous con man,Qwen/Qwen2.5-7B-Instruct,8,1,5,1.5943080357142858,-34.8369140625,-56.40234375
A short story about a famous con man being captured,Qwen/Qwen2.5-7B-Instruct,8,1,5,1.6920340401785714,-44.86376953125,-58.02392578125
A short story about a famous con man,SakanaAI/TinySwallow-1.5B-Instruct,2,1,6,1.0403645833333333,-28.283203125,-41.03515625
A short story about a famous con man being captured,SakanaAI/TinySwallow-1.5B-Instruct,2,1,6,1.0744357638888888,-28.543670654296875,-56.5
A short story about a famous con man,SakanaAI/TinySwallow-1.5B-Instruct,4,1,6,1.4968532986111112,-24.423001289367676,-41.41024208068848
A short story about a famous con man being captured,SakanaAI/TinySwallow-1.5B-Instruct,4,1,6,1.5539822048611112,-39.876953125,-41.37109375
A short story about a famous con man,SakanaAI/TinySwallow-1.5B-Instruct,6,1,6,1.3481987847222223,-43.65867006778717,-58.71092510223389
A short story about a famous con man being captured,SakanaAI/TinySwallow-1.5B-Instruct,6,1,6,1.4342447916666667,-49.90804672241211,-65.9124984741211
A short story about a famous con man,SakanaAI/TinySwallow-1.5B-Instruct,8,1,6,1.3481987847222223,-30.889365673065186,-43.74121856689453
A short story about a famous con man being captured,SakanaAI/TinySwallow-1.5B-Instruct,8,1,6,1.4342447916666667,-25.25927734375,-51.9132080078125
A short story about a famous con man,openai-community/gpt2-xl,2,1,6,1.25390625,-28.359375,-48.060546875
A short story about a famous con man being captured,openai-community/gpt2-xl,2,1,6,1.220703125,-60.31640625,-77.27734375
A short story about a famous con man,openai-community/gpt2-xl,4,1,6,1.4887152777777777,-27.681640625,-35.97174072265625
A short story about a famous con man being captured,openai-community/gpt2-xl,4,1,6,1.4600694444444444,-41.84765625,-65.162109375
A short story about a famous con man,openai-community/gpt2-xl,6,1,6,1.4459635416666667,-39.6185302734375,-38.3985595703125
A short story about a famous con man being captured,openai-community/gpt2-xl,6,1,6,1.4168836805555556,-59.799049377441406,-71.95870971679688
A short story about a famous con man,openai-community/gpt2-xl,8,1,6,1.4459635416666667,-45.89308452606201,-75.0343017578125
A short story about a famous con man being captured,openai-community/gpt2-xl,8,1,6,1.4168836805555556,-37.34226417541504,-62.739341735839844
A short story about a famous con man,allenai/OLMo-2-1124-13B,2,1,6,1.4212239583333333,-35.0556640625,-55.78515625
A short story about a famous con man being captured,allenai/OLMo-2-1124-13B,2,1,6,1.3451605902777777,-44.82421875,-57.0400390625
A short story about a famous con man,allenai/OLMo-2-1124-13B,4,1,6,1.8413628472222223,-28.251953125,-41.265625
A short story about a famous con man being captured,allenai/OLMo-2-1124-13B,4,1,6,1.6947699652777777,-29.8394775390625,-58.359375
A short story about a famous con man,allenai/OLMo-2-1124-13B,6,1,6,1.8424479166666667,-24.24735450744629,-43.23450469970703
A short story about a famous con man being captured,allenai/OLMo-2-1124-13B,6,1,6,1.7088758680555556,-42.83984375,-42.171875
A short story about a famous con man,allenai/OLMo-2-1124-13B,8,1,6,1.8424479166666667,-30.74706745147705,-60.65970516204834
A short story about a famous con man being captured,allenai/OLMo-2-1124-13B,8,1,6,1.7088758680555556,-50.1763916015625,-67.34201049804688
A short story about a famous con man,meta-llama/Llama-3.1-8B-Instruct,2,1,6,1.75390625,-31.14229393005371,-43.86625671386719
A short story about a famous con man being captured,meta-llama/Llama-3.1-8B-Instruct,2,1,6,1.6278211805555556,-25.345703125,-51.62255859375
A short story about a famous con man,meta-llama/Llama-3.1-8B-Instruct,4,1,6,2.0477430555555554,-28.7890625,-47.01171875
A short story about a famous con man being captured,meta-llama/Llama-3.1-8B-Instruct,4,1,6,1.8669704861111112,-60.208984375,-79.48046875
A short story about a famous con man,meta-llama/Llama-3.1-8B-Instruct,6,1,6,2.1637369791666665,-28.4503173828125,-37.6024169921875
A short story about a famous con man being captured,meta-llama/Llama-3.1-8B-Instruct,6,1,6,1.9819878472222223,-41.646484375,-67.560546875
A short story about a famous con man,meta-llama/Llama-3.1-8B-Instruct,8,1,6,2.1637369791666665,-39.7144775390625,-38.07373046875
A short story about a famous con man being captured,meta-llama/Llama-3.1-8B-Instruct,8,1,6,1.9819878472222223,-59.18299102783203,-71.98627471923828
A short story about a famous con man,Qwen/Qwen2.5-7B-Instruct,2,1,6,2.106662326388889,-45.55835437774658,-75.3446273803711
A short story about a famous con man being captured,Qwen/Qwen2.5-7B-Instruct,2,1,6,1.8881293402777777,-37.799068450927734,-63.142311096191406
A short story about a famous con man,Qwen/Qwen2.5-7B-Instruct,4,1,6,2.557834201388889,-34.8369140625,-56.40234375
A short story about a famous con man being captured,Qwen/Qwen2.5-7B-Instruct,4,1,6,2.3165147569444446,-44.86376953125,-58.02392578125
A short story about a famous con man,Qwen/Qwen2.5-7B-Instruct,6,1,6,2.674533420138889,-28.283203125,-41.03515625
A short story about a famous con man being captured,Qwen/Qwen2.5-7B-Instruct,6,1,6,2.4439832899305554,-28.86749267578125,-56.5
A short story about a famous con man,Qwen/Qwen2.5-7B-Instruct,8,1,6,2.674533420138889,-24.256608963012695,-41.41024208068848
A short story about a famous con man being captured,Qwen/Qwen2.5-7B-Instruct,8,1,6,2.4439832899305554,-42.5029296875,-41.37109375
A short story about a famous con man,SakanaAI/TinySwallow-1.5B-Instruct,2,1,7,2.2112593217329546,-30.187885999679565,-58.71092510223389
A short story about a famous con man being captured,SakanaAI/TinySwallow-1.5B-Instruct,2,1,7,2.0092329545454546,-50.18290710449219,-65.9124984741211
A short story about a famous con man,SakanaAI/TinySwallow-1.5B-Instruct,4,1,7,2.3380015980113638,-31.05953359603882,-43.74121856689453
A short story about a famous con man being captured,SakanaAI/TinySwallow-1.5B-Instruct,4,1,7,2.1638294566761362,-25.35302734375,-51.9132080078125
A short story about a famous con man,SakanaAI/TinySwallow-1.5B-Instruct,6,1,7,2.4916881214488638,-28.94921875,-48.060546875
A short story about a famous con man being captured,SakanaAI/TinySwallow-1.5B-Instruct,6,1,7,2.3364923650568183,-60.27734375,-77.27734375
A short story about a famous con man,SakanaAI/TinySwallow-1.5B-Instruct,8,1,7,2.435324928977273,-28.322998046875,-35.97174072265625
A short story about a famous con man being captured,SakanaAI/TinySwallow-1.5B-Instruct,8,1,7,2.282737038352273,-41.6953125,-65.162109375
A short story about a famous con man,openai-community/gpt2-xl,2,1,7,2.1986638849431817,-34.6904296875,-34.0322265625
A short story about a famous con man being captured,openai-community/gpt2-xl,2,1,7,2.357444069602273,-47.14193153381348,-56.73250198364258
A short story about a famous con man,openai-community/gpt2-xl,4,1,7,2.48980712890625,-36.95762252807617,-64.918701171875
A short story about a famous con man being captured,openai-community/gpt2-xl,4,1,7,2.4530473188920454,-34.51700019836426,-61.8345947265625
A short story about a famous con man,openai-community/gpt2-xl,6,1,7,2.602752685546875,-42.51171875,-44.2578125
A short story about a famous con man being captured,openai-community/gpt2-xl,6,1,7,2.5414844859730112,-45.5849609375,-55.3046875
A short story about a famous con man,openai-community/gpt2-xl,8,1,7,2.5927179509943183,-25.880859375,-38.671875
A short story about a famous con man being captured,openai-community/gpt2-xl,8,1,7,2.512046120383523,-37.48486328125,-50.55859375
A short story about a famous con man,allenai/OLMo-2-1124-13B,2,1,7,1.1885209517045454,-19.478271484375,-40.19462585449219
A short story about a famous con man being captured,allenai/OLMo-2-1124-13B,2,1,7,1.2242542613636365,-40.0361328125,-40.02734375
A short story about a famous con man,allenai/OLMo-2-1124-13B,4,1,7,2.0762994939630683,-31.459970474243164,-47.54543972015381
A short story about a famous con man being captured,allenai/OLMo-2-1124-13B,4,1,7,1.9708418412642046,-39.6732177734375,-53.69061279296875
A short story about a famous con man,allenai/OLMo-2-1124-13B,6,1,7,2.454928311434659,-25.390625,-37.0390625
A short story about a famous con man being captured,allenai/OLMo-2-1124-13B,6,1,7,2.2353626598011362,-20.435791015625,-52.6337890625
A short story about a famous con man,allenai/OLMo-2-1124-13B,8,1,7,2.5455821644176138,-33.609375,-48.0859375
A short story about a famous con man being captured,allenai/OLMo-2-1124-13B,8,1,7,2.3018022017045454,-59.90625,-73.275390625
A short story about a famous con man,meta-llama/Llama-3.1-8B-Instruct,2,1,7,1.7161698774857954,-28.995361328125,-36.614013671875
A short story about a famous con man being captured,meta-llama/Llama-3.1-8B-Instruct,2,1,7,1.648681640625,-36.599609375,-70.373046875
A short story about a famous con man,meta-llama/Llama-3.1-8B-Instruct,4,1,7,1.9105474298650569,-34.150390625,-34.0654296875
A short story about a famous con man being captured,meta-llama/Llama-3.1-8B-Instruct,4,1,7,1.6166936700994319,-47.39283466339111,-58.100507736206055
A short story about a famous con man,meta-llama/Llama-3.1-8B-Instruct,6,1,7,2.019644997336648,-37.570796966552734,-64.25520706176758
A short story about a famous con man being captured,meta-llama/Llama-3.1-8B-Instruct,6,1,7,1.5830660733309658,-34.30834770202637,-61.425048828125
A short story about a famous con man,meta-llama/Llama-3.1-8B-Instruct,8,1,7,2.0829578746448862,-43.40234375,-45.79296875
A short story about a famous con man being captured,meta-llama/Llama-3.1-8B-Instruct,8,1,7,1.6370738636363635,-46.6904296875,-55.5283203125
A short story about a famous con man,Qwen/Qwen2.5-7B-Instruct,2,1,7,2.493685635653409,-25.6083984375,-37.71484375
A short story about a famous con man being captured,Qwen/Qwen2.5-7B-Instruct,2,1,7,2.466866233132102,-33.939453125,-47.40625
A short story about a famous con man,Qwen/Qwen2.5-7B-Instruct,4,1,7,2.7247550270774146,-21.98345947265625,-40.9215087890625
A short story about a famous con man being captured,Qwen/Qwen2.5-7B-Instruct,4,1,7,2.335909756747159,-38.412109375,-38.10546875
A short story about a famous con man,Qwen/Qwen2.5-7B-Instruct,6,1,7,2.9483684193004263,-30.405776977539062,-44.41112244129181
A short story about a famous con man being captured,Qwen/Qwen2.5-7B-Instruct,6,1,7,2.7098284634676846,-41.61045837402344,-51.61529541015625
A short story about a famous con man,Qwen/Qwen2.5-7B-Instruct,8,1,7,2.8779865611683237,-25.201904296875,-38.4375
A short story about a famous con man being captured,Qwen/Qwen2.5-7B-Instruct,8,1,7,2.516367132013494,-20.1693115234375,-51.13037109375
A short story about a famous con man,SakanaAI/TinySwallow-1.5B-Instruct,2,1,8,1.8980712890625,-34.1953125,-46.4921875
A short story about a famous con man being captured,SakanaAI/TinySwallow-1.5B-Instruct,2,1,8,1.9793212890625,-58.826171875,-70.484375
A short story about a famous con man,SakanaAI/TinySwallow-1.5B-Instruct,4,1,8,1.7504150390625,-28.97509765625,-34.441162109375
A short story about a famous con man being captured,SakanaAI/TinySwallow-1.5B-Instruct,4,1,8,1.8097900390625,-37.224609375,-67.7314453125
A short story about a famous con man,SakanaAI/TinySwallow-1.5B-Instruct,6,1,8,1.933056640625,-34.6904296875,-34.0322265625
A short story about a famous con man being captured,SakanaAI/TinySwallow-1.5B-Instruct,6,1,8,1.93780517578125,-47.14193153381348,-56.73250198364258
A short story about a famous con man,SakanaAI/TinySwallow-1.5B-Instruct,8,1,8,1.9779052734375,-36.95762252807617,-64.918701171875
A short story about a famous con man being captured,SakanaAI/TinySwallow-1.5B-Instruct,8,1,8,2.0443359375,-32.17647933959961,-61.8345947265625
A short story about a famous con man,openai-community/gpt2-xl,2,1,8,2.1436611652374267,-29.224609375,-44.2578125
A short story about a famous con man being captured,openai-community/gpt2-xl,2,1,8,2.0022520303726195,-36.771484375,-55.3046875
A short story about a famous con man,openai-community/gpt2-xl,4,1,8,1.9009837865829469,-22.099609375,-38.671875
A short story about a famous con man being captured,openai-community/gpt2-xl,4,1,8,1.7142128467559814,-27.71929931640625,-50.55859375
A short story about a famous con man,openai-community/gpt2-xl,6,1,8,1.8667881965637207,-20.982330322265625,-40.19462585449219
A short story about a famous con man being captured,openai-community/gpt2-xl,6,1,8,1.6987240791320801,-40.1435546875,-40.02734375
A short story about a famous con man,openai-community/gpt2-xl,8,1,8,1.8987150192260742,-21.717352390289307,-47.54543972015381
A short story about a famous con man being captured,openai-community/gpt2-xl,8,1,8,1.7153633117675782,-43.48897933959961,-53.69061279296875
A short story about a famous con man,allenai/OLMo-2-1124-13B,2,1,8,2.071635437011719,-27.64702606201172,-37.0390625
A short story about a famous con man being captured,allenai/OLMo-2-1124-13B,2,1,8,1.893804931640625,-17.7503662109375,-52.6337890625
A short story about a famous con man,allenai/OLMo-2-1124-13B,4,1,8,1.9212295532226562,-26.94140625,-48.0859375
A short story about a famous con man being captured,allenai/OLMo-2-1124-13B,4,1,8,1.924224853515625,-56.6171875,-73.275390625
A short story about a famous con man,allenai/OLMo-2-1124-13B,6,1,8,2.6958999633789062,-28.689453125,-36.614013671875
A short story about a famous con man being captured,allenai/OLMo-2-1124-13B,6,1,8,2.936412811279297,-35.927734375,-70.373046875
A short story about a famous con man,allenai/OLMo-2-1124-13B,8,1,8,3.2362974166870115,-34.150390625,-34.0654296875
A short story about a famous con man being captured,allenai/OLMo-2-1124-13B,8,1,8,3.2757165908813475,-47.39283466339111,-58.100507736206055
A short story about a famous con man,meta-llama/Llama-3.1-8B-Instruct,2,1,8,1.7979476928710938,-37.570796966552734,-64.25520706176758
A short story about a famous con man being captured,meta-llama/Llama-3.1-8B-Instruct,2,1,8,1.6038833618164063,-32.246822357177734,-61.425048828125
A short story about a famous con man,meta-llama/Llama-3.1-8B-Instruct,4,1,8,1.668670654296875,-29.830078125,-45.79296875
A short story about a famous con man being captured,meta-llama/Llama-3.1-8B-Instruct,4,1,8,1.6263046264648438,-37.458984375,-55.5283203125
A short story about a famous con man,meta-llama/Llama-3.1-8B-Instruct,6,1,8,2.2774589538574217,-22.4619140625,-37.71484375
