,topic,model,history,story,sentence,total_sequentiality,contextual_sequentiality,topic_sequentiality,story_type,absolute_sentence_idx,postview_importance,online_importance,Importance_Rater1_PostView,Importance_Rater2_PostView,Importance_Rater3_PostView,Importance_Rater4_PostView,Importance_Rater1_Online,Importance_Rater2_Online,Importance_Rater3_Online,Importance_Rater4_Online,avg_postview_importance,avg_online_importance
112,A short story titled 'Catch me if you Can',Qwen/Qwen2.5-7B-Instruct,2,1,2,1.9733887778388128,-31.6552734375,-56.44921875,naive,2,4.0,4.25,2.0,5.0,4.0,5.0,4.0,7.0,3.0,3.0,4.0,4.25
113,A short story about a famous con man being captured,Qwen/Qwen2.5-7B-Instruct,2,1,2,1.6488305462731256,-46.76171875,-65.197265625,clairvoyant,2,4.0,4.25,2.0,5.0,4.0,5.0,4.0,7.0,3.0,3.0,4.0,4.25
114,A short story titled 'Catch me if you Can',Qwen/Qwen2.5-7B-Instruct,4,1,2,1.9733887778388128,-28.3876953125,-42.38671875,naive,2,4.0,4.25,2.0,5.0,4.0,5.0,4.0,7.0,3.0,3.0,4.0,4.25
115,A short story about a famous con man being captured,Qwen/Qwen2.5-7B-Instruct,4,1,2,1.6488305462731256,-28.895751953125,-61.4765625,clairvoyant,2,4.0,4.25,2.0,5.0,4.0,5.0,4.0,7.0,3.0,3.0,4.0,4.25
116,A short story titled 'Catch me if you Can',Qwen/Qwen2.5-7B-Instruct,6,1,2,1.9733887778388128,-22.815185546875,-45.92138671875,naive,2,4.0,4.25,2.0,5.0,4.0,5.0,4.0,7.0,3.0,3.0,4.0,4.25
117,A short story about a famous con man being captured,Qwen/Qwen2.5-7B-Instruct,6,1,2,1.6488305462731256,-39.357421875,-42.1875,clairvoyant,2,4.0,4.25,2.0,5.0,4.0,5.0,4.0,7.0,3.0,3.0,4.0,4.25
118,A short story titled 'Catch me if you Can',Qwen/Qwen2.5-7B-Instruct,8,1,2,1.9733887778388128,-28.991886138916016,-71.76253509521484,naive,2,4.0,4.25,2.0,5.0,4.0,5.0,4.0,7.0,3.0,3.0,4.0,4.25
119,A short story about a famous con man being captured,Qwen/Qwen2.5-7B-Instruct,8,1,2,1.6488305462731256,-48.86577224731445,-71.618408203125,clairvoyant,2,4.0,4.25,2.0,5.0,4.0,5.0,4.0,7.0,3.0,3.0,4.0,4.25
120,A short story titled 'Catch me if you Can',SakanaAI/TinySwallow-1.5B-Instruct,2,1,3,1.9703445434570312,-29.900390625,-42.458984375,naive,3,4.0,4.25,2.0,5.0,4.0,5.0,4.0,7.0,3.0,3.0,4.0,4.25
121,A short story about a famous con man being captured,SakanaAI/TinySwallow-1.5B-Instruct,2,1,3,2.564467748006185,-23.30419921875,-50.3828125,clairvoyant,3,4.0,4.25,2.0,5.0,4.0,5.0,4.0,7.0,3.0,3.0,4.0,4.25
122,A short story titled 'Catch me if you Can',SakanaAI/TinySwallow-1.5B-Instruct,4,1,3,2.1880811055501304,-31.869140625,-47.5078125,naive,3,4.0,4.25,2.0,5.0,4.0,5.0,4.0,7.0,3.0,3.0,4.0,4.25
123,A short story about a famous con man being captured,SakanaAI/TinySwallow-1.5B-Instruct,4,1,3,2.797125498453776,-61.4921875,-76.203125,clairvoyant,3,4.0,4.25,2.0,5.0,4.0,5.0,4.0,7.0,3.0,3.0,4.0,4.25
124,A short story titled 'Catch me if you Can',SakanaAI/TinySwallow-1.5B-Instruct,6,1,3,2.1880811055501304,-24.463043212890625,-31.19329833984375,naive,3,4.0,4.25,2.0,5.0,4.0,5.0,4.0,7.0,3.0,3.0,4.0,4.25
125,A short story about a famous con man being captured,SakanaAI/TinySwallow-1.5B-Instruct,6,1,3,2.797125498453776,-39.69775390625,-66.509765625,clairvoyant,3,4.0,4.25,2.0,5.0,4.0,5.0,4.0,7.0,3.0,3.0,4.0,4.25
126,A short story titled 'Catch me if you Can',SakanaAI/TinySwallow-1.5B-Instruct,8,1,3,2.1880811055501304,-33.55859375,-33.105224609375,naive,3,4.0,4.25,2.0,5.0,4.0,5.0,4.0,7.0,3.0,3.0,4.0,4.25
127,A short story about a famous con man being captured,SakanaAI/TinySwallow-1.5B-Instruct,8,1,3,2.797125498453776,-70.2669677734375,-74.77459716796875,clairvoyant,3,4.0,4.25,2.0,5.0,4.0,5.0,4.0,7.0,3.0,3.0,4.0,4.25
128,A short story titled 'Catch me if you Can',openai-community/gpt2-xl,2,1,3,1.8721335728963215,-45.673377990722656,-77.01715087890625,naive,3,4.0,4.25,2.0,5.0,4.0,5.0,4.0,7.0,3.0,3.0,4.0,4.25
129,A short story about a famous con man being captured,openai-community/gpt2-xl,2,1,3,2.025780518849691,-37.91105651855469,-71.4765625,clairvoyant,3,4.0,4.25,2.0,5.0,4.0,5.0,4.0,7.0,3.0,3.0,4.0,4.25
130,A short story titled 'Catch me if you Can',openai-community/gpt2-xl,4,1,3,1.879055976867676,-30.9423828125,-56.23046875,naive,3,4.0,4.25,2.0,5.0,4.0,5.0,4.0,7.0,3.0,3.0,4.0,4.25
131,A short story about a famous con man being captured,openai-community/gpt2-xl,4,1,3,2.111936887105306,-47.8662109375,-60.4208984375,clairvoyant,3,4.0,4.25,2.0,5.0,4.0,5.0,4.0,7.0,3.0,3.0,4.0,4.25
132,A short story titled 'Catch me if you Can',openai-community/gpt2-xl,6,1,3,1.879055976867676,-28.861328125,-41.76953125,naive,3,4.0,4.25,2.0,5.0,4.0,5.0,4.0,7.0,3.0,3.0,4.0,4.25
133,A short story about a famous con man being captured,openai-community/gpt2-xl,6,1,3,2.111936887105306,-28.397705078125,-53.5078125,clairvoyant,3,4.0,4.25,2.0,5.0,4.0,5.0,4.0,7.0,3.0,3.0,4.0,4.25
134,A short story titled 'Catch me if you Can',openai-community/gpt2-xl,8,1,3,1.879055976867676,-22.363525390625,-42.806884765625,naive,3,4.0,4.25,2.0,5.0,4.0,5.0,4.0,7.0,3.0,3.0,4.0,4.25
135,A short story about a famous con man being captured,openai-community/gpt2-xl,8,1,3,2.111936887105306,-38.2060546875,-39.39453125,clairvoyant,3,4.0,4.25,2.0,5.0,4.0,5.0,4.0,7.0,3.0,3.0,4.0,4.25
136,A short story titled 'Catch me if you Can',allenai/OLMo-2-1124-13B,2,1,3,2.5176782608032227,-27.848384857177734,-67.02630615234375,naive,3,4.0,4.25,2.0,5.0,4.0,5.0,4.0,7.0,3.0,3.0,4.0,4.25
137,A short story about a famous con man being captured,allenai/OLMo-2-1124-13B,2,1,3,2.2597250938415527,-49.046730041503906,-64.691162109375,clairvoyant,3,4.0,4.25,2.0,5.0,4.0,5.0,4.0,7.0,3.0,3.0,4.0,4.25
138,A short story titled 'Catch me if you Can',allenai/OLMo-2-1124-13B,4,1,3,2.6508054733276367,-30.9345703125,-44.478515625,naive,3,4.0,4.25,2.0,5.0,4.0,5.0,4.0,7.0,3.0,3.0,4.0,4.25
139,A short story about a famous con man being captured,allenai/OLMo-2-1124-13B,4,1,3,2.431518872578939,-23.3349609375,-50.16796875,clairvoyant,3,4.0,4.25,2.0,5.0,4.0,5.0,4.0,7.0,3.0,3.0,4.0,4.25
140,A short story titled 'Catch me if you Can',allenai/OLMo-2-1124-13B,6,1,3,2.6508054733276367,-32.94921875,-49.109375,naive,3,4.0,4.25,2.0,5.0,4.0,5.0,4.0,7.0,3.0,3.0,4.0,4.25
141,A short story about a famous con man being captured,allenai/OLMo-2-1124-13B,6,1,3,2.431518872578939,-61.05078125,-78.009765625,clairvoyant,3,4.0,4.25,2.0,5.0,4.0,5.0,4.0,7.0,3.0,3.0,4.0,4.25
142,A short story titled 'Catch me if you Can',allenai/OLMo-2-1124-13B,8,1,3,2.6508054733276367,-24.990509033203125,-31.065185546875,naive,3,4.0,4.25,2.0,5.0,4.0,5.0,4.0,7.0,3.0,3.0,4.0,4.25
143,A short story about a famous con man being captured,allenai/OLMo-2-1124-13B,8,1,3,2.431518872578939,-39.6650390625,-69.0927734375,clairvoyant,3,4.0,4.25,2.0,5.0,4.0,5.0,4.0,7.0,3.0,3.0,4.0,4.25
144,A short story titled 'Catch me if you Can',meta-llama/Llama-3.1-8B-Instruct,2,1,3,1.7893900275230408,-37.58935546875,-37.565185546875,naive,3,4.0,4.25,2.0,5.0,4.0,5.0,4.0,7.0,3.0,3.0,4.0,4.25
145,A short story about a famous con man being captured,meta-llama/Llama-3.1-8B-Instruct,2,1,3,1.9486085573832197,-63.37415313720703,-76.99696350097656,clairvoyant,3,4.0,4.25,2.0,5.0,4.0,5.0,4.0,7.0,3.0,3.0,4.0,4.25
146,A short story titled 'Catch me if you Can',meta-llama/Llama-3.1-8B-Instruct,4,1,3,1.716973344484965,-49.96133804321289,-82.04650115966797,naive,3,4.0,4.25,2.0,5.0,4.0,5.0,4.0,7.0,3.0,3.0,4.0,4.25
147,A short story about a famous con man being captured,meta-llama/Llama-3.1-8B-Instruct,4,1,3,1.918051252762477,-38.620845794677734,-61.086448669433594,clairvoyant,3,4.0,4.25,2.0,5.0,4.0,5.0,4.0,7.0,3.0,3.0,4.0,4.25
148,A short story titled 'Catch me if you Can',meta-llama/Llama-3.1-8B-Instruct,6,1,3,1.716973344484965,-53.328125,-57.453125,naive,3,4.0,4.25,2.0,5.0,4.0,5.0,4.0,7.0,3.0,3.0,4.0,4.25
149,A short story about a famous con man being captured,meta-llama/Llama-3.1-8B-Instruct,6,1,3,1.918051252762477,-46.5947265625,-62.1572265625,clairvoyant,3,4.0,4.25,2.0,5.0,4.0,5.0,4.0,7.0,3.0,3.0,4.0,4.25
150,A short story titled 'Catch me if you Can',meta-llama/Llama-3.1-8B-Instruct,8,1,3,1.716973344484965,-30.24609375,-43.14453125,naive,3,4.0,4.25,2.0,5.0,4.0,5.0,4.0,7.0,3.0,3.0,4.0,4.25
151,A short story about a famous con man being captured,meta-llama/Llama-3.1-8B-Instruct,8,1,3,1.918051252762477,-32.48260498046875,-61.84375,clairvoyant,3,4.0,4.25,2.0,5.0,4.0,5.0,4.0,7.0,3.0,3.0,4.0,4.25
152,A short story titled 'Catch me if you Can',Qwen/Qwen2.5-7B-Instruct,2,1,3,2.1252145767211914,-22.56159210205078,-45.24628925323486,naive,3,4.0,4.25,2.0,5.0,4.0,5.0,4.0,7.0,3.0,3.0,4.0,4.25
153,A short story about a famous con man being captured,Qwen/Qwen2.5-7B-Instruct,2,1,3,2.382272720336914,-40.88671875,-42.85546875,clairvoyant,3,4.0,4.25,2.0,5.0,4.0,5.0,4.0,7.0,3.0,3.0,4.0,4.25
154,A short story titled 'Catch me if you Can',Qwen/Qwen2.5-7B-Instruct,4,1,3,2.523774782816569,-45.79927849769592,-59.75942611694336,naive,3,4.0,4.25,2.0,5.0,4.0,5.0,4.0,7.0,3.0,3.0,4.0,4.25
155,A short story about a famous con man being captured,Qwen/Qwen2.5-7B-Instruct,4,1,3,2.708133488893509,-53.490116119384766,-69.1863899230957,clairvoyant,3,4.0,4.25,2.0,5.0,4.0,5.0,4.0,7.0,3.0,3.0,4.0,4.25
156,A short story titled 'Catch me if you Can',Qwen/Qwen2.5-7B-Instruct,6,1,3,2.523774782816569,-31.90328884124756,-42.71184539794922,naive,3,4.0,4.25,2.0,5.0,4.0,5.0,4.0,7.0,3.0,3.0,4.0,4.25
157,A short story about a famous con man being captured,Qwen/Qwen2.5-7B-Instruct,6,1,3,2.708133488893509,-28.77001953125,-52.5751953125,clairvoyant,3,4.0,4.25,2.0,5.0,4.0,5.0,4.0,7.0,3.0,3.0,4.0,4.25
158,A short story titled 'Catch me if you Can',Qwen/Qwen2.5-7B-Instruct,8,1,3,2.523774782816569,-28.7890625,-45.6875,naive,3,4.0,4.25,2.0,5.0,4.0,5.0,4.0,7.0,3.0,3.0,4.0,4.25
159,A short story about a famous con man being captured,Qwen/Qwen2.5-7B-Instruct,8,1,3,2.708133488893509,-63.11328125,-79.02734375,clairvoyant,3,4.0,4.25,2.0,5.0,4.0,5.0,4.0,7.0,3.0,3.0,4.0,4.25
160,A short story titled 'Catch me if you Can',SakanaAI/TinySwallow-1.5B-Instruct,2,1,4,0.2469951923076923,-27.80377197265625,-36.70135498046875,naive,4,4.0,4.25,2.0,5.0,4.0,5.0,4.0,7.0,3.0,3.0,4.0,4.25
161,A short story about a famous con man being captured,SakanaAI/TinySwallow-1.5B-Instruct,2,1,4,0.0908954326923077,-42.921875,-66.67578125,clairvoyant,4,4.0,4.25,2.0,5.0,4.0,5.0,4.0,7.0,3.0,3.0,4.0,4.25
162,A short story titled 'Catch me if you Can',SakanaAI/TinySwallow-1.5B-Instruct,4,1,4,1.9072265625,-39.7144775390625,-38.07373046875,naive,4,4.0,4.25,2.0,5.0,4.0,5.0,4.0,7.0,3.0,3.0,4.0,4.25
163,A short story about a famous con man being captured,SakanaAI/TinySwallow-1.5B-Instruct,4,1,4,1.9452373798076923,-59.18299102783203,-71.98627471923828,clairvoyant,4,4.0,4.25,2.0,5.0,4.0,5.0,4.0,7.0,3.0,3.0,4.0,4.25
164,A short story titled 'Catch me if you Can',SakanaAI/TinySwallow-1.5B-Instruct,6,1,4,1.9072265625,-45.55835437774658,-75.3446273803711,naive,4,4.0,4.25,2.0,5.0,4.0,5.0,4.0,7.0,3.0,3.0,4.0,4.25
165,A short story about a famous con man being captured,SakanaAI/TinySwallow-1.5B-Instruct,6,1,4,1.9452373798076923,-38.83294486999512,-63.142311096191406,clairvoyant,4,4.0,4.25,2.0,5.0,4.0,5.0,4.0,7.0,3.0,3.0,4.0,4.25
166,A short story titled 'Catch me if you Can',SakanaAI/TinySwallow-1.5B-Instruct,8,1,4,1.9072265625,-54.138671875,-56.40234375,naive,4,4.0,4.25,2.0,5.0,4.0,5.0,4.0,7.0,3.0,3.0,4.0,4.25
167,A short story about a famous con man being captured,SakanaAI/TinySwallow-1.5B-Instruct,8,1,4,1.9452373798076923,-45.7802734375,-58.02392578125,clairvoyant,4,4.0,4.25,2.0,5.0,4.0,5.0,4.0,7.0,3.0,3.0,4.0,4.25
168,A short story titled 'Catch me if you Can',openai-community/gpt2-xl,2,1,4,0.3173076923076923,-30.048828125,-41.03515625,naive,4,4.0,4.25,2.0,5.0,4.0,5.0,4.0,7.0,3.0,3.0,4.0,4.25
169,A short story about a famous con man being captured,openai-community/gpt2-xl,2,1,4,0.1741286057692307,-30.568115234375,-56.5,clairvoyant,4,4.0,4.25,2.0,5.0,4.0,5.0,4.0,7.0,3.0,3.0,4.0,4.25
170,A short story titled 'Catch me if you Can',openai-community/gpt2-xl,4,1,4,1.8212139423076923,-21.38772177696228,-41.41024208068848,naive,4,4.0,4.25,2.0,5.0,4.0,5.0,4.0,7.0,3.0,3.0,4.0,4.25
171,A short story about a famous con man being captured,openai-community/gpt2-xl,4,1,4,1.6588792067307692,-40.587890625,-41.37109375,clairvoyant,4,4.0,4.25,2.0,5.0,4.0,5.0,4.0,7.0,3.0,3.0,4.0,4.25
172,A short story titled 'Catch me if you Can',openai-community/gpt2-xl,6,1,4,1.8212139423076923,-45.57539355754852,-58.71092510223389,naive,4,4.0,4.25,2.0,5.0,4.0,5.0,4.0,7.0,3.0,3.0,4.0,4.25
173,A short story about a famous con man being captured,openai-community/gpt2-xl,6,1,4,1.6588792067307692,-51.55363845825195,-65.9124984741211,clairvoyant,4,4.0,4.25,2.0,5.0,4.0,5.0,4.0,7.0,3.0,3.0,4.0,4.25
174,A short story titled 'Catch me if you Can',openai-community/gpt2-xl,8,1,4,1.8212139423076923,-32.21468734741211,-43.74121856689453,naive,4,4.0,4.25,2.0,5.0,4.0,5.0,4.0,7.0,3.0,3.0,4.0,4.25
175,A short story about a famous con man being captured,openai-community/gpt2-xl,8,1,4,1.6588792067307692,-31.018310546875,-51.9132080078125,clairvoyant,4,4.0,4.25,2.0,5.0,4.0,5.0,4.0,7.0,3.0,3.0,4.0,4.25
176,A short story titled 'Catch me if you Can',allenai/OLMo-2-1124-13B,2,1,4,0.1666917067307692,-28.38671875,-48.060546875,naive,4,4.0,4.25,2.0,5.0,4.0,5.0,4.0,7.0,3.0,3.0,4.0,4.25
177,A short story about a famous con man being captured,allenai/OLMo-2-1124-13B,2,1,4,0.1838942307692307,-60.359375,-77.27734375,clairvoyant,4,4.0,4.25,2.0,5.0,4.0,5.0,4.0,7.0,3.0,3.0,4.0,4.25
178,A short story titled 'Catch me if you Can',allenai/OLMo-2-1124-13B,4,1,4,1.2448918269230769,-27.640625,-35.97174072265625,naive,4,4.0,4.25,2.0,5.0,4.0,5.0,4.0,7.0,3.0,3.0,4.0,4.25
179,A short story about a famous con man being captured,allenai/OLMo-2-1124-13B,4,1,4,1.2279146634615383,-43.5830078125,-65.162109375,clairvoyant,4,4.0,4.25,2.0,5.0,4.0,5.0,4.0,7.0,3.0,3.0,4.0,4.25
180,A short story titled 'Catch me if you Can',allenai/OLMo-2-1124-13B,6,1,4,1.2448918269230769,-37.58935546875,-37.565185546875,naive,4,4.0,4.25,2.0,5.0,4.0,5.0,4.0,7.0,3.0,3.0,4.0,4.25
181,A short story about a famous con man being captured,allenai/OLMo-2-1124-13B,6,1,4,1.2279146634615383,-63.37415313720703,-76.99696350097656,clairvoyant,4,4.0,4.25,2.0,5.0,4.0,5.0,4.0,7.0,3.0,3.0,4.0,4.25
182,A short story titled 'Catch me if you Can',allenai/OLMo-2-1124-13B,8,1,4,1.2448918269230769,-49.96133804321289,-82.04650115966797,naive,4,4.0,4.25,2.0,5.0,4.0,5.0,4.0,7.0,3.0,3.0,4.0,4.25
183,A short story about a famous con man being captured,allenai/OLMo-2-1124-13B,8,1,4,1.2279146634615383,-38.53777694702149,-61.086448669433594,clairvoyant,4,4.0,4.25,2.0,5.0,4.0,5.0,4.0,7.0,3.0,3.0,4.0,4.25
184,A short story titled 'Catch me if you Can',meta-llama/Llama-3.1-8B-Instruct,2,1,4,0.0688100961538461,-33.77734375,-57.453125,naive,4,4.0,4.25,2.0,5.0,4.0,5.0,4.0,7.0,3.0,3.0,4.0,4.25
185,A short story about a famous con man being captured,meta-llama/Llama-3.1-8B-Instruct,2,1,4,0.234375,-46.228515625,-62.1572265625,clairvoyant,4,4.0,4.25,2.0,5.0,4.0,5.0,4.0,7.0,3.0,3.0,4.0,4.25
186,A short story titled 'Catch me if you Can',meta-llama/Llama-3.1-8B-Instruct,4,1,4,1.5537860576923077,-27.9208984375,-43.14453125,naive,4,4.0,4.25,2.0,5.0,4.0,5.0,4.0,7.0,3.0,3.0,4.0,4.25
187,A short story about a famous con man being captured,meta-llama/Llama-3.1-8B-Instruct,4,1,4,1.6810396634615383,-31.2406005859375,-61.84375,clairvoyant,4,4.0,4.25,2.0,5.0,4.0,5.0,4.0,7.0,3.0,3.0,4.0,4.25
188,A short story titled 'Catch me if you Can',meta-llama/Llama-3.1-8B-Instruct,6,1,4,1.5537860576923077,-24.739834308624268,-45.24628925323486,naive,4,4.0,4.25,2.0,5.0,4.0,5.0,4.0,7.0,3.0,3.0,4.0,4.25
189,A short story about a famous con man being captured,meta-llama/Llama-3.1-8B-Instruct,6,1,4,1.6810396634615383,-40.642578125,-42.85546875,clairvoyant,4,4.0,4.25,2.0,5.0,4.0,5.0,4.0,7.0,3.0,3.0,4.0,4.25
190,A short story titled 'Catch me if you Can',meta-llama/Llama-3.1-8B-Instruct,8,1,4,1.5537860576923077,-43.39433813095093,-59.75942611694336,naive,4,4.0,4.25,2.0,5.0,4.0,5.0,4.0,7.0,3.0,3.0,4.0,4.25
191,A short story about a famous con man being captured,meta-llama/Llama-3.1-8B-Instruct,8,1,4,1.6810396634615383,-50.51484680175781,-69.1863899230957,clairvoyant,4,4.0,4.25,2.0,5.0,4.0,5.0,4.0,7.0,3.0,3.0,4.0,4.25
192,A short story titled 'Catch me if you Can',Qwen/Qwen2.5-7B-Instruct,2,1,4,0.2315204326923076,-30.504199028015137,-42.71184539794922,naive,4,4.0,4.25,2.0,5.0,4.0,5.0,4.0,7.0,3.0,3.0,4.0,4.25
193,A short story about a famous con man being captured,Qwen/Qwen2.5-7B-Instruct,2,1,4,0.3551682692307692,-24.287109375,-52.5751953125,clairvoyant,4,4.0,4.25,2.0,5.0,4.0,5.0,4.0,7.0,3.0,3.0,4.0,4.25
194,A short story titled 'Catch me if you Can',Qwen/Qwen2.5-7B-Instruct,4,1,4,2.199894831730769,-28.80859375,-45.6875,naive,4,4.0,4.25,2.0,5.0,4.0,5.0,4.0,7.0,3.0,3.0,4.0,4.25
195,A short story about a famous con man being captured,Qwen/Qwen2.5-7B-Instruct,4,1,4,1.9779897836538465,-60.22265625,-79.02734375,clairvoyant,4,4.0,4.25,2.0,5.0,4.0,5.0,4.0,7.0,3.0,3.0,4.0,4.25
196,A short story titled 'Catch me if you Can',Qwen/Qwen2.5-7B-Instruct,6,1,4,2.199894831730769,-26.0364990234375,-36.70135498046875,naive,4,4.0,4.25,2.0,5.0,4.0,5.0,4.0,7.0,3.0,3.0,4.0,4.25
197,A short story about a famous con man being captured,Qwen/Qwen2.5-7B-Instruct,6,1,4,1.9779897836538465,-41.173828125,-66.67578125,clairvoyant,4,4.0,4.25,2.0,5.0,4.0,5.0,4.0,7.0,3.0,3.0,4.0,4.25
198,A short story titled 'Catch me if you Can',Qwen/Qwen2.5-7B-Instruct,8,1,4,2.199894831730769,-39.7144775390625,-38.07373046875,naive,4,4.0,4.25,2.0,5.0,4.0,5.0,4.0,7.0,3.0,3.0,4.0,4.25
199,A short story about a famous con man being captured,Qwen/Qwen2.5-7B-Instruct,8,1,4,1.9779897836538465,-59.18299102783203,-71.98627471923828,clairvoyant,4,4.0,4.25,2.0,5.0,4.0,5.0,4.0,7.0,3.0,3.0,4.0,4.25
200,A short story titled 'Catch me if you Can',SakanaAI/TinySwallow-1.5B-Instruct,2,1,5,1.2813895089285714,-45.55835437774658,-75.3446273803711,naive,5,8.0,5.75,5.0,10.0,8.0,9.0,8.0,7.0,5.0,3.0,8.0,5.75
201,A short story about a famous con man being captured,SakanaAI/TinySwallow-1.5B-Instruct,2,1,5,0.9199916294642856,-37.799068450927734,-63.142311096191406,clairvoyant,5,8.0,5.75,5.0,10.0,8.0,9.0,8.0,7.0,5.0,3.0,8.0,5.75
202,A short story titled 'Catch me if you Can',SakanaAI/TinySwallow-1.5B-Instruct,4,1,5,1.3727678571428572,-34.8369140625,-56.40234375,naive,5,8.0,5.75,5.0,10.0,8.0,9.0,8.0,7.0,5.0,3.0,8.0,5.75
203,A short story about a famous con man being captured,SakanaAI/TinySwallow-1.5B-Instruct,4,1,5,0.9778180803571428,-44.34716796875,-58.02392578125,clairvoyant,5,8.0,5.75,5.0,10.0,8.0,9.0,8.0,7.0,5.0,3.0,8.0,5.75
204,A short story titled 'Catch me if you Can',SakanaAI/TinySwallow-1.5B-Instruct,6,1,5,1.3168247767857142,-27.89453125,-41.03515625,naive,5,8.0,5.75,5.0,10.0,8.0,9.0,8.0,7.0,5.0,3.0,8.0,5.75
205,A short story about a famous con man being captured,SakanaAI/TinySwallow-1.5B-Instruct,6,1,5,0.8967633928571429,-29.5164794921875,-56.5,clairvoyant,5,8.0,5.75,5.0,10.0,8.0,9.0,8.0,7.0,5.0,3.0,8.0,5.75
206,A short story titled 'Catch me if you Can',SakanaAI/TinySwallow-1.5B-Instruct,8,1,5,1.3168247767857142,-24.268113613128666,-41.41024208068848,naive,5,8.0,5.75,5.0,10.0,8.0,9.0,8.0,7.0,5.0,3.0,8.0,5.75
207,A short story about a famous con man being captured,SakanaAI/TinySwallow-1.5B-Instruct,8,1,5,0.8967633928571429,-41.306640625,-41.37109375,clairvoyant,5,8.0,5.75,5.0,10.0,8.0,9.0,8.0,7.0,5.0,3.0,8.0,5.75
208,A short story titled 'Catch me if you Can',openai-community/gpt2-xl,2,1,5,1.1116071428571428,-43.78584361076355,-58.71092510223389,naive,5,8.0,5.75,5.0,10.0,8.0,9.0,8.0,7.0,5.0,3.0,8.0,5.75
209,A short story about a famous con man being captured,openai-community/gpt2-xl,2,1,5,0.8745465959821429,-49.6023063659668,-65.9124984741211,clairvoyant,5,8.0,5.75,5.0,10.0,8.0,9.0,8.0,7.0,5.0,3.0,8.0,5.75
210,A short story titled 'Catch me if you Can',openai-community/gpt2-xl,4,1,5,1.1377650669642858,-31.018942832946777,-43.74121856689453,naive,5,8.0,5.75,5.0,10.0,8.0,9.0,8.0,7.0,5.0,3.0,8.0,5.75
211,A short story about a famous con man being captured,openai-community/gpt2-xl,4,1,5,0.9769112723214286,-24.907958984375,-51.9132080078125,clairvoyant,5,8.0,5.75,5.0,10.0,8.0,9.0,8.0,7.0,5.0,3.0,8.0,5.75
212,A short story titled 'Catch me if you Can',openai-community/gpt2-xl,6,1,5,1.0779854910714286,-27.82421875,-48.060546875,naive,5,8.0,5.75,5.0,10.0,8.0,9.0,8.0,7.0,5.0,3.0,8.0,5.75
213,A short story about a famous con man being captured,openai-community/gpt2-xl,6,1,5,0.9400111607142856,-59.1015625,-77.27734375,clairvoyant,5,8.0,5.75,5.0,10.0,8.0,9.0,8.0,7.0,5.0,3.0,8.0,5.75
214,A short story titled 'Catch me if you Can',openai-community/gpt2-xl,8,1,5,1.0779854910714286,-26.16162109375,-35.97174072265625,naive,5,8.0,5.75,5.0,10.0,8.0,9.0,8.0,7.0,5.0,3.0,8.0,5.75
215,A short story about a famous con man being captured,openai-community/gpt2-xl,8,1,5,0.9400111607142856,-41.115234375,-65.162109375,clairvoyant,5,8.0,5.75,5.0,10.0,8.0,9.0,8.0,7.0,5.0,3.0,8.0,5.75
216,A short story titled 'Catch me if you Can',allenai/OLMo-2-1124-13B,2,1,5,1.0633370535714286,-37.58935546875,-37.565185546875,naive,5,8.0,5.75,5.0,10.0,8.0,9.0,8.0,7.0,5.0,3.0,8.0,5.75
217,A short story about a famous con man being captured,allenai/OLMo-2-1124-13B,2,1,5,0.6312779017857143,-63.37415313720703,-76.99696350097656,clairvoyant,5,8.0,5.75,5.0,10.0,8.0,9.0,8.0,7.0,5.0,3.0,8.0,5.75
218,A short story titled 'Catch me if you Can',allenai/OLMo-2-1124-13B,4,1,5,1.5417131696428572,-49.96133804321289,-82.04650115966797,naive,5,8.0,5.75,5.0,10.0,8.0,9.0,8.0,7.0,5.0,3.0,8.0,5.75
219,A short story about a famous con man being captured,allenai/OLMo-2-1124-13B,4,1,5,1.2906668526785714,-38.53777694702149,-61.086448669433594,clairvoyant,5,8.0,5.75,5.0,10.0,8.0,9.0,8.0,7.0,5.0,3.0,8.0,5.75
220,A short story titled 'Catch me if you Can',allenai/OLMo-2-1124-13B,6,1,5,1.7979910714285714,-33.77734375,-57.453125,naive,5,8.0,5.75,5.0,10.0,8.0,9.0,8.0,7.0,5.0,3.0,8.0,5.75
221,A short story about a famous con man being captured,allenai/OLMo-2-1124-13B,6,1,5,1.5747767857142858,-47.0654296875,-62.1572265625,clairvoyant,5,8.0,5.75,5.0,10.0,8.0,9.0,8.0,7.0,5.0,3.0,8.0,5.75
222,A short story titled 'Catch me if you Can',allenai/OLMo-2-1124-13B,8,1,5,1.7979910714285714,-28.390625,-43.14453125,naive,5,8.0,5.75,5.0,10.0,8.0,9.0,8.0,7.0,5.0,3.0,8.0,5.75
223,A short story about a famous con man being captured,allenai/OLMo-2-1124-13B,8,1,5,1.5747767857142858,-28.6954345703125,-61.84375,clairvoyant,5,8.0,5.75,5.0,10.0,8.0,9.0,8.0,7.0,5.0,3.0,8.0,5.75
224,A short story titled 'Catch me if you Can',meta-llama/Llama-3.1-8B-Instruct,2,1,5,0.7239118303571429,-24.03151512145996,-45.24628925323486,naive,5,8.0,5.75,5.0,10.0,8.0,9.0,8.0,7.0,5.0,3.0,8.0,5.75
